COMUNA_NAME,GLOSA,TOTAL
Recoleta,"Lámparas eléctricas portátiles concebidas para funcionar con su propia fuente de energía (por ejemplo: de pilas, acumuladores, electromagnéticas), excepto los aparatos de alumbrado de la partida  8512.","59818,7"
Recoleta,"Partes y accesorios (excepto los estuches, fundas y similares) identificables como destinados, exclusiva o principalmente, a las máquinas o aparatos de las partidas 8469 a 8472.","59818,7"
Recoleta,"Pilas y baterías de pilas, eléctricas.","59818,7"
Recoleta,"Electrodos y escobillas de carbón, carbón para lámparas o pilas y demás artículos de grafito u otros carbonos, incluso con metal, para usos eléctricos.","58426,04"
Recoleta,Los demás tejidos de punto.,"57446,29"
Recoleta,"Máquinas de tricotar, de coser por cadeneta, de entorchar, de fabricar tul, encaje, bordados, pasamanería, trenzas, redes o de insertar mechones.","55548,88"
Recoleta,"Máquinas para lavar vajilla; máquinas y aparatos para limpiar o secar botellas o demás recipientes; máquinas y aparatos para llenar, cerrar, tapar, taponar o etiquetar botellas, botes o latas, cajas, sacos (bolsas) o demás continentes; máquinas y aparatos de capsular botellas, tarros, tubos y continentes análogos; las demás máquinas y aparatos para empaquetar o envolver mercancías (incluidas las de envolver con película termorretráctil); máquinas y aparatos para gasear bebidas.","55262,26"
Recoleta,"Máquinas y aparatos eléctricos con función propia, no expresados ni comprendidos en otra parte de este Capítulo.","52994,44"
Recoleta,"Uvas, frescas o secas, incluidas las pasas.","50159,76"
Recoleta,"Tarjetas postales impresas o ilustradas; tarjetas impresas con felicitaciones o comunicaciones personales, incluso con ilustraciones, adornos o aplicaciones, o con sobres.","49476,45"
Recoleta,Sierras de mano; hojas de sierra de cualquier clase (incluidas las fresas sierra y las hojas sin dentar).,"49064,72"
Recoleta,"Herramientas de dos o más de las partidas 8202 a 8205, acondicionadas en juegos para la venta al por menor.","46348,2"
Recoleta,"Máquinas herramienta para trabajar piedra, cerámica, hormigón, amiantocemento o materias minerales similares, o para trabajar el vidrio en frío.","46348,2"
Recoleta,"Camisas, blusas y blusas camiseras, de punto, para mujeres o niñas.","40932,64"
Recoleta,"Los demás artículos confeccionados, incluidos los patrones para prendas de vestir.","39198,39"
Recoleta,Los demás animales vivos.,"37848,75"
Recoleta,"Dextrina y demás almidones y féculas modificados (por ejemplo: almidones y féculas pregelatinizados o esterificados); colas a base de almidón, fécula, dextrina o demás almidones o féculas modificados.",36997
Recoleta,"Calzoncillos (incluidos los largos y los slips), camisones, pijamas, albornoces de baño, batas de casa y artículos similares, de punto, para hombres o niños.","34688,94"
Recoleta,"Manzanas, peras y membrillos, frescos.","33015,1"
Recoleta,"Medicamentos (excepto los productos de las partidas 3002, 3005 ó 3006) constituidos por productos mezclados o sin mezclar, preparados para usos terapéuticos o profilácticos, dosificados (incluidos los administrados por vía transdérmica) o acondicionados para la venta al por menor.","30566,11"
Recoleta,Polímeros acrílicos en formas primarias.,"30036,62"
Recoleta,"Alfombras y demás revestimientos para el suelo, de materia textil, tejidos, excepto los de mechón insertado y los flocados, aunque estén confeccionados, incluidas las alfombras llamadas «Kelim» o «Kilim», «Schumacks» o «Soumak», «Karamanie» y alfombras similares tejidas a","29436,35"
Recoleta,"Preparaciones lubricantes (incluidos los aceites de corte, las preparaciones para aflojar tuercas, las preparaciones antiherrumbre o anticorrosión y las preparaciones para el desmoldeo, a base de lubricantes) y preparaciones de los tipos utilizados para el ensimado de materias textiles o el aceitado o engrasado de cueros y pieles, peletería u otras materias, excepto las que contengan como componente básico una proporción de aceites de petróleo o de mineral bituminoso superior o igual al 70 % en peso.","27774,44"
Recoleta,"Máquinas, aparatos y artefactos de cosechar o trillar, incluidas las prensas para paja o forraje; cortadoras de césped y guadañadoras; máquinas para limpieza o clasificación de huevos, frutos o demás productos agrícolas, excepto las de la partida 8437.","26488,14"
Recoleta,Telares.,26400
Recoleta,"Crustáceos, incluso pelados, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera; crustáceos ahumados, incluso pelados o cocidos, antes o durante el ahumado; crustáceos sin pelar, cocidos en agua o vapor, incluso refrigerados, congelados, secos, salados o en salmuera; harina, polvo y «pellets» de crustáceos, aptos para la alimentación humana.","24549,33"
Recoleta,"Encendedores y mecheros, incluso mecánicos o eléctricos, y sus partes, excepto las piedras y mechas.","23846,54"
Recoleta,"Sombreros y demás tocados, de punto o confeccionados con encaje, fieltro u otro producto textil, en pieza (pero no en tiras), incluso guarnecidos; redecillas para el cabello, de cualquier materia, incluso guarnecidas.",23685
Recoleta,"Conjuntos de abrigo para entrenamiento o deporte (chandales), monos (overoles) y conjuntos de esquí  y bañadores, de punto.","23125,96"
Recoleta,"Centrifugadoras, incluidas las secadoras centrífugas; aparatos para  filtrar o depurar líquidos o gases.","22461,27"
Recoleta,"Vino de uvas frescas, incluso encabezado; mosto de uva, excepto el de la partida 2009.",21600
Recoleta,"Manufacturas de cemento, hormigón o piedra artificial, incluso armadas.","17873,96"
Recoleta,Carbonatos; peroxocarbonatos (percarbonatos); carbonato de amonio comercial que contenga carbamato de amonio.,"16871,44"
Recoleta,Productos y artículos textiles para usos técnicos mencionados en la Nota 7 de este Capítulo.,"16601,9"
Recoleta,"Trajes (ambos o ternos), conjuntos, chaquetas (sacos), pantalones largos, pantalones con peto, pantalones cortos (calzones) y shorts (excepto de baño), para hombres o niños.","16458,16"
Recoleta,"Candados, cerraduras y cerrojos (de llave, combinación o eléctricos), de metal común; cierres y monturas cierre, con cerradura incorporada, de metal común; llaves de metal común para estos artículos.","16183,32"
Recoleta,"Reactivos de diagnóstico o de laboratorio sobre cualquier soporte y reactivos de diagnóstico o de laboratorio preparados, incluso sobre soporte, excepto los de las partidas 3002 ó 3006; materiales de referencia certificados.",16030
Recoleta,"Cajas, sacos (bolsas), bolsitas, cucuruchos y demás envases de papel, cartón, guata de celulosa o napa de fibras de celulosa; cartonajes de oficina, tienda o similares.","15603,51"
Recoleta,"Tintas de imprimir, tintas de escribir o de dibujar y demás tintas, incluso concentradas o sólidas.","15564,95"
Recoleta,"Aceites de petróleo o de mineral bituminoso, excepto los aceites crudos; preparaciones no expresadas ni comprendidas en otra parte, con un contenido de aceites de petróleo o de mineral bituminoso superior o igual al 70 % en peso, en las que estos aceites constituyan el elemento base; desechos de aceites.","15188,18"
Recoleta,"Agentes de superficie orgánicos (excepto el jabón); preparaciones tensoactivas, preparaciones para lavar (incluidas las preparaciones auxiliares de lavado) y preparaciones de limpieza, aunque contengan jabón, excepto las de la partida 3401.","15188,18"
Recoleta,"Placas, láminas, hojas, cintas, tiras y demás formas planas, autoadhesivas, de plástico, incluso en rollos.",13600
Recoleta,"Etiquetas de todas clases, de papel o cartón, incluso impresas.","13500,88"
Recoleta,"Las demás máquinas y aparatos de oficina (por ejemplo: copiadoras hectográficas, mimeógrafos, máquinas de imprimir direcciones, distribuidores automáticos de billetes de banco, máquinas de clasificar, contar o encartuchar monedas, sacapuntas, perforadoras, grapadoras).","13227,04"
Recoleta,"Automóviles de turismo y demás vehículos automóviles concebidos principalmente para el transporte de personas (excepto los de la partida 8702), incluidos los del tipo familiar («break» o «station wagon») y los de carreras.",12000
Recoleta,"Camisetas, calzoncillos (incluidos los largos y los slips), camisones, pijamas, albornoces de baño, batas de casa y artículos similares, para hombres o niños.","11562,98"
Recoleta,"Accesorios de tubería (por ejemplo: empalmes (racores), codos, manguitos), de fundición, hierro o acero.","11535,5"
Recoleta,"Bombas para líquidos, incluso con dispositivo medidor incorporado; elevadores de líquidos.","10762,4"
Recoleta,"Combinaciones, enaguas, bragas (bombachas, calzones) (incluso las que no llegan hasta la cintura), camisones, pijamas, saltos de cama, albornoces de baño,  batas de casa y artículos similares, de punto, para mujeres o niñas.","10669,77"
Recoleta,"Los demás complementos (accesorios) de vestir confeccionados; partes de prendas o de complementos (accesorios), de vestir, excepto las de la partida 6212.","10530,79"
Recoleta,"Tiovivos, columpios, casetas de tiro y demás atracciones de feria; circos, zoológicos y teatros, ambulantes.","10024,8"
Recoleta,"Árboles de transmisión (incluidos los de levas y los cigüeñales) y manivelas; cajas de cojinetes y cojinetes; engranajes y ruedas de fricción; husillos fileteados de bolas o rodillos; reductores, multiplicadores y variadores de velocidad, incluidos los convertidores de par; volantes y poleas, incluidos los motones; embragues y órganos de acoplamiento, incluidas las juntas de articulación.","9349,36"
Recoleta,Botones y botones de presión; formas para botones y demás partes de botones o de botones de presión; esbozos de botones.,"9246,54"
Recoleta,"Bicicletas y demás velocípedos (incluidos los triciclos de reparto), sin motor.",8555
Recoleta,Camisas para hombres o niños.,8555
Recoleta,Las demás manufacturas de madera.,8555
Recoleta,Los demás calzados con suela y parte superior de caucho o plástico.,8555
Recoleta,"Las demás placas, láminas, hojas y tiras, de plástico no celular y sin refuerzo, estratificación ni soporte o combinación similar con otras materias.","8300,95"
Recoleta,"Las demás placas, láminas, hojas y tiras, de plástico.","8300,95"
Recoleta,"Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 4803, 4809 ó 4810.","8152,03"
Recoleta,"Chales, pañuelos de cuello, bufandas, mantillas, velos y artículos similares.","7949,52"
Recoleta,Alambre de hierro o acero sin alear.,"7903,49"
Recoleta,"Colas y demás adhesivos preparados, no expresados ni comprendidos en otra parte; productos de cualquier clase utilizados como colas o adhesivos, acondicionados para la venta al por menor como colas o adhesivos, de peso neto inferior o igual a 1 kg.","7801,25"
Recoleta,"Partes identificables como destinadas, exclusiva o principalmente, a las máquinas de las partidas 8501 u 8502.","7440,09"
Recoleta,"Tubos y accesorios de tubería (por ejemplo: juntas, codos, empalmes (racores)), de plástico.","7278,17"
Recoleta,"Accesorios de tubería (por ejemplo: empalmes (racores), codos, manguitos) de cobre.","7112,31"
Recoleta,Tomates preparados o conservados (excepto en vinagre o en ácido acético).,"6908,2"
Recoleta,"Máquinas y aparatos para imprimir mediante planchas, cilindros y demás elementos impresores de la partida 8442; las demás máquinas impresoras, copiadoras y de fax, incluso combinadas entre sí; partes y accesorios.","6179,77"
Recoleta,Laminadores para metal y sus cilindros.,"5959,96"
Recoleta,"Densímetros, areómetros, pesalíquidos e instrumentos flotantes similares, termómetros, pirómetros, barómetros, higrómetros y sicrómetros, aunque sean registradores, incluso combinados entre sí.","5767,75"
Recoleta,"Tubos de caucho vulcanizado sin endurecer, incluso con sus accesorios (por ejemplo: juntas, codos, empalmes (racores)).","5767,75"
Recoleta,"Máquinas y aparatos para trabajar caucho o plástico o para fabricar productos de estas materias, no expresados ni comprendidos en otra parte de este Capítulo.","5223,4"
Recoleta,Papel para decorar y revestimientos similares de paredes; papel para vidrieras.,"4843,05"
Recoleta,"Instrumentos y aparatos para la medida o control del caudal, nivel, presión u otras características variables de líquidos o gases (por ejemplo: caudalímetros, indicadores de nivel, manómetros, contadores de calor), excepto los instrumentos y aparatos de las partidas 9014, 9015, 9028 ó 9032.","4741,54"
Recoleta,"Limas, escofinas, alicates (incluso cortantes), tenazas, pinzas, cizallas para metales, cortatubos, cortapernos, sacabocados y herramientas similares, de mano.","4741,54"
Recoleta,"Cajas de fundición; placas de fondo para moldes; modelos para moldes; moldes para metal (excepto las lingoteras), carburos metálicos, vidrio, materia mineral, caucho o plástico.","4191,6"
Recoleta,"Abrigos, chaquetones, capas, anoraks, cazadoras y artículos similares, de punto, para mujeres o niñas, excepto los artículos de la partida 6104.","3974,76"
Recoleta,"Calzas, panty-medias, leotardos, medias, calcetines y demás artículos de calcetería, incluso de compresión progresiva (por ejemplo, medias para varices), de punto.","3974,76"
Recoleta,"Insecticidas, raticidas y demás antirroedores, fungicidas, herbicidas, inhibidores de germinación y reguladores del crecimiento de las plantas, desinfectantes y productos similares, presentados en formas o  en  envases para la venta al por menor, o como preparaciones o artículos tales como cintas, mechas y velas, azufradas, y papeles matamoscas.","3665,76"
Recoleta,"Las demás máquinas y aparatos de elevación, carga, descarga o manipulación (por ejemplo: ascensores, escaleras mecánicas, transportadores, teleféricos).","2785,62"
Recoleta,"Aparatos electromecánicos con motor eléctrico incorporado, de uso doméstico, excepto las aspiradoras de la partida 8508.",2570
Recoleta,"Aparatos mecánicos accionados a mano, de peso inferior o igual a 10 kg, utilizados para preparar, acondicionar o servir alimentos o bebidas.",2570
Recoleta,"Plata (incluida la plata dorada y la platinada) en bruto, semilabrada o en polvo.","2370,77"
Recoleta,"Cocos, nueces del Brasil y nueces de marañón (merey, cajuil, anacardo, «cajú»)*, frescos o secos, incluso sin cáscara o mondados.",2160
Recoleta,Camisas de punto para hombres o niños.,"1975,79"
Recoleta,Tejidos de fibras sintéticas discontinuas con un contenido de fibras sintéticas discontinuas superior o igual al 85 % en peso.,"1034,15"
Recoleta,"Cuchillos con hoja cortante o dentada, incluidas las navajas de podar, y sus hojas (excepto los de la partida 8208).","804,8"
Recoleta,"Vajilla y demás artículos de uso doméstico, higiene o tocador, de cerámica, excepto porcelana.","788,01"
Recoleta,"Crustáceos, moluscos y demás invertebrados acuáticos, preparados o conservados.",750
Recoleta,Contenedores (incluidos los contenedores cisterna y los contenedores depósito) especialmente concebidos y equipados para uno o varios medios de transporte.,"524,56"
Recoleta,"Diarios y publicaciones periódicas, impresos, incluso ilustrados o con publicidad.","487,75"
Renca,"Medicamentos (excepto los productos de las partidas 3002, 3005 ó 3006) constituidos por productos mezclados o sin mezclar, preparados para usos terapéuticos o profilácticos, dosificados (incluidos los administrados por vía transdérmica) o acondicionados para la venta al por menor.","132161679,36"
Renca,"Vino de uvas frescas, incluso encabezado; mosto de uva, excepto el de la partida 2009.","13645641,45"
Renca,"Uvas, frescas o secas, incluidas las pasas.","3546464,46"
Renca,"Cloruros, oxicloruros e hidroxicloruros; bromuros y oxibromuros; yoduros y oxiyoduros.","3538998,81"
Renca,"Madera aserrada o desbastada longitudinalmente, cortada o desenrollada, incluso cepillada, lijada o unida por los extremos, de espesor superior a 6 mm.","3119301,94"
Renca,"Cajas, sacos (bolsas), bolsitas, cucuruchos y demás envases de papel, cartón, guata de celulosa o napa de fibras de celulosa; cartonajes de oficina, tienda o similares.","2904542,79"
Renca,"Agua, incluidas el agua mineral y la gaseada, con adición de azúcar u otro edulcorante o aromatizada, y demás bebidas no alcohólicas, excepto los jugos de frutas u otros frutos o de hortalizas de la partida 2009.","2357486,95"
Renca,"Tubos y accesorios de tubería (por ejemplo: juntas, codos, empalmes (racores)), de plástico.","2266304,41"
Renca,"Los demás frutos de cáscara frescos o secos, incluso sin cáscara o mondados.","2113136,7"
Renca,"Frutas y otros frutos, secos, excepto los de las partidas 0801 a 0806; mezclas de frutas u otros frutos, secos, o de frutos de cáscara de este Capítulo.","1933921,41"
Renca,Cloratos y percloratos; bromatos y perbromatos; yodatos y peryodatos.,"1346821,26"
Renca,"Construcciones y sus partes (por ejemplo: puentes y sus partes, compuertas de esclusas, torres, castilletes, pilares, columnas, armazones para techumbre, techados, puertas y ventanas y sus marcos, contramarcos  y umbrales, cortinas de cierre, barandillas), de fundición, hierro o acero, excepto las construcciones prefabricadas de la partida 9406; chapas, barras, perfiles, tubos y similares, de fundición, hierro o acero, preparados para la construcción.","1277419,93"
Renca,"Aceleradores de vulcanización preparados; plastificantes compuestos para caucho o plástico, no expresados ni comprendidos en otra parte; preparaciones antioxidantes y demás estabilizantes compuestos para caucho o plástico.","1169302,77"
Renca,"Cementos, morteros, hormigones y preparaciones similares, refractarios, excepto los productos de la partida 3801.","920070,66"
Renca,"Correas transportadoras o de transmisión, de caucho vulcanizado.","910959,14"
Renca,"Plantas, partes de plantas, semillas y frutos de las especies utilizadas principalmente en perfumería, medicina o para usos insecticidas, parasiticidas o similares, frescos o secos, incluso cortados, quebrantados o pulverizados",787890
Renca,"Productos a base de cereales obtenidos por inflado o tostado (por ejemplo: hojuelas o copos de maíz); cereales (excepto el maíz) en grano o en forma de copos u otro grano trabajado (excepto la harina, grañones y sémola), precocidos o preparados de otro modo, no expresados ni comprendidos en otra parte.","699728,79"
Renca,"Cañas de pescar, anzuelos y demás artículos para la pesca con caña; salabardos, cazamariposas y redes similares; señuelos (excepto los de las partidas 9208 ó 9705) y artículos de caza similares.","564457,29"
Renca,"Preparaciones aglutinantes para moldes o núcleos de fundición; productos químicos y preparaciones de la industria química o de las industrias conexas (incluidas las mezclas de productos naturales), no expresados ni comprendidos en otra parte.","543477,25"
Renca,Partes y accesorios de vehículos automóviles de las partidas 8701 a 8705.,"511882,92"
Renca,"Máquinas y aparatos de clasificar, cribar, separar, lavar, quebrantar, triturar, pulverizar, mezclar, amasar o sobar, tierra, piedra u otra materia mineral sólida (incluidos el polvo y la pasta);  máquinas de aglomerar, formar o moldear combustibles minerales sólidos, pastas cerámicas, cemento, yeso o demás materias minerales en polvo o pasta; máquinas de hacer moldes de arena para fundición.","505291,4"
Renca,"Flúor, cloro, bromo y yodo.","416374,94"
Renca,"Agentes de superficie orgánicos (excepto el jabón); preparaciones tensoactivas, preparaciones para lavar (incluidas las preparaciones auxiliares de lavado) y preparaciones de limpieza, aunque contengan jabón, excepto las de la partida 3401.","389834,82"
Renca,Chocolate y demás preparaciones alimenticias que contengan cacao.,"379120,12"
Renca,"Bombas para líquidos, incluso con dispositivo medidor incorporado; elevadores de líquidos.","356378,35"
Renca,"Termos y demás recipientes isotérmicos, montados y aislados por vacío, así como sus partes (excepto las ampollas de vidrio).","304895,31"
Renca,"Partes identificables como destinadas, exclusiva o principalmente, a las máquinas o aparatos de las partidas 8425 a 8430.","304495,78"
Renca,Papel o cartón para reciclar (desperdicios y desechos).,"257551,07"
Renca,"Artículos para el transporte o envasado, de plástico; tapones, tapas, cápsulas y demás dispositivos de cierre, de plástico.","238710,33"
Renca,"Desperdicios y desechos, de aluminio.","238204,54"
Renca,"Máquinas y aparatos mecánicos con función propia, no expresados ni comprendidos en otra parte de este Capítulo.","233135,4"
Renca,Miel natural.,221958
Renca,"Bolígrafos; rotuladores y marcadores con punta de fieltro u otra punta porosa; estilográficas y demás plumas; estiletes o punzones para clisés de mimeógrafo («stencils»); portaminas; portaplumas, portalápices y artículos similares; partes de estos artículos (incluidos los capuchones y sujetadores), excepto las de la partida 9609.","204675,21"
Renca,"Artículos y material para cultura física, gimnasia, atletismo, demás deportes (incluido el tenis de mesa) o para juegos al aire libre, no expresados ni comprendidos en otra parte de este Capítulo; piscinas, incluso infantiles.","199220,22"
Renca,"Masilla, cementos de resina y demás mástiques; plastes (enduidos) utilizados en pintura; plastes (enduidos) no refractarios de los tipos utilizados en albañilería.","198540,47"
Renca,Las demás manufacturas de plástico y manufacturas de las demás materias de las partidas 3901 a 3914.,"175847,31"
Renca,"Aparatos de alumbrado (incluidos los proyectores) y sus partes, no expresados ni comprendidos en otra parte; anuncios, letreros y placas indicadoras, luminosos y artículos similares, con fuente de luz inseparable, y sus partes no expresadas ni comprendidas en otra parte.","175425,25"
Renca,"Los demás impresos, incluidas las estampas, grabados y fotografías.","172461,57"
Renca,"Obras y piezas de carpintería para construcciones, incluidos los tableros celulares, los tableros ensamblados para revestimiento de suelo y tablillas para cubierta de tejados o fachadas («shingles» y «shakes»), de madera.","166357,12"
Renca,"Partes y accesorios identificables como destinados, exclusiva o principalmente, a las máquinas de las partidas 8456 a 8465, incluidos los portapiezas y portaútiles, dispositivos de roscar de apertura automática, divisores y demás dispositivos especiales para montar en máquinas herramienta; portaútiles para herramientas de mano de cualquier tipo.","162283,44"
Renca,"Aparatos y dispositivos, aunque se calienten eléctricamente (excepto los hornos y demás aparatos de la partida 8514), para el tratamiento de materias mediante operaciones que impliquen un cambio de temperatura, tales como calentamiento, cocción, torrefacción, destilación, rectificación, esterilización, pasteurización, baño de vapor de agua, secado, evaporación, vaporización, condensación o enfriamiento, excepto los aparatos domésticos; calentadores de agua de calentamiento instantáneo o de acumulación, excepto los eléctricos.","156531,2"
Renca,"Instrumentos y aparatos de medicina, cirugía, odontología o veterinaria, incluidos los de centellografía y demás aparatos electromédicos, así como los aparatos para pruebas visuales.",153080
Renca,Perfumes y aguas de tocador.,"141750,45"
Renca,"Piedras de talla o de construcción trabajadas (excluida la pizarra) y sus manufacturas, excepto las de la partida 6801; cubos, dados y artículos similares para mosaicos, de piedra natural (incluida la pizarra), aunque estén sobre soporte; gránulos, tasquiles (fragmentos) y polvo de piedra natural (incluida la pizarra), coloreados artificialmente.",136049
Renca,"Pinturas y barnices a base de polímeros sintéticos o naturales modificados, dispersos o disueltos en un medio acuoso.","134087,8"
Renca,"Telas impregnadas, recubiertas, revestidas o estratificadas con plástico, excepto las de la partida 5902.",130093
Renca,"Manufacturas de cemento, hormigón o piedra artificial, incluso armadas.",116166
Renca,"Fibra de vidrio (incluida la lana de vidrio) y manufacturas de esta materia (por ejemplo: hilados, tejidos).","116080,75"
Renca,"Papel y cartón estucados por una o las dos caras con caolín u otras sustancias inorgánicas, con aglutinante o sin él, con exclusión de cualquier otro estucado o recubrimiento, incluso coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño.","100502,06"
Renca,"Papel y cartón, sin estucar ni recubrir, de los tipos utilizados para escribir, imprimir u otros fines gráficos y papel y cartón para tarjetas o cintas para perforar (sin perforar), en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto el papel de las partidas 4801 ó 4803; papel y cartón hechos a mano (hoja a hoja).","100502,06"
Renca,"Discos, cintas, dispositivos de almacenamiento permanente de datos a base de semiconductores, tarjetas inteligentes («smart cards») y demás soportes para grabar sonido o grabaciones análogas, grabados o no, incluso las matrices y moldes galvánicos para fabricación de discos, excepto los productos del Capítulo 37.","99575,92"
Renca,"Lápices, minas, pasteles, carboncillos, tizas para escribir o dibujar y jaboncillos (tizas) de sastre.","96239,23"
Renca,Carretillas apiladoras; las demás carretillas de manipulación con dispositivo de elevación incorporado.,"93963,2"
Renca,"Artículos de grifería y órganos similares para tuberías, calderas, depósitos, cubas o continentes similares, incluidas las válvulas reductoras de presión y las válvulas termostáticas.","92516,14"
Renca,Preparaciones capilares.,"90368,74"
Renca,Las demás manufacturas de hierro o acero.,"88721,39"
Renca,"Toldos de cualquier clase; tiendas (carpas); velas para embarcaciones, deslizadores o vehículos terrestres; artículos de acampar.","83869,58"
Renca,"Madera en bruto, incluso descortezada, desalburada o escuadrada.","82063,8"
Renca,"Etiquetas de todas clases, de papel o cartón, incluso impresas.","81310,09"
Renca,Construcciones prefabricadas.,"78511,2"
Renca,"Guarniciones, herrajes y artículos similares, de metal común, para muebles, puertas, escaleras, ventanas, persianas, carrocerías, artículos de guarnicionería, baúles, arcas, cofres y demás manufacturas de esta clase; colgadores, perchas, soportes y artículos similares, de metal común; ruedas con montura de metal común; cierrapuertas automáticos de metal común.","75084,57"
Renca,"Dextrina y demás almidones y féculas modificados (por ejemplo: almidones y féculas pregelatinizados o esterificados); colas a base de almidón, fécula, dextrina o demás almidones o féculas modificados.",69520
Renca,"Resinas amínicas, resinas fenólicas y poliuretanos, en formas primarias.","64979,05"
Renca,Plomo en bruto.,"59612,4"
Renca,"Prendas de vestir, guantes, mitones y manoplas y demás complementos (accesorios), de vestir, para cualquier uso, de caucho vulcanizado sin endurecer.","58958,37"
Renca,Las demás manufacturas de caucho vulcanizado sin endurecer.,"58509,76"
Renca,"Jabón; productos y preparaciones orgánicos tensoactivos usados como jabón, en barras, panes, trozos o piezas troqueladas o moldeadas, aunque contengan jabón; productos y preparaciones orgánicos tensoactivos para el lavado de la piel, líquidos o en crema, acondicionados para la venta al por menor, aunque contengan jabón; papel, guata, fieltro y tela sin tejer, impregnados, recubiertos o revestidos de jabón o de detergentes.","56440,8"
Renca,"Artículos para la construcción, de plástico, no expresados ni comprendidos en otra parte.","54875,69"
Renca,"Margarina; mezclas o preparaciones alimenticias de grasas o aceites, animales  o vegetales, o de fracciones de diferentes grasas o aceites, de este Capítulo, excepto las grasas y aceites alimenticios y sus fracciones, de la partida 1516.","48168,6"
Renca,"Suéteres (jerseys), pulóveres, cárdigan, chalecos y artículos similares, de punto.","46246,4"
Renca,"Colas y demás adhesivos preparados, no expresados ni comprendidos en otra parte; productos de cualquier clase utilizados como colas o adhesivos, acondicionados para la venta al por menor como colas o adhesivos, de peso neto inferior o igual a 1 kg.","46191,68"
Renca,"Trajes sastre, conjuntos, chaquetas (sacos), vestidos, faldas, faldas pantalón, pantalones largos, pantalones con peto, pantalones cortos (calzones) y shorts (excepto de baño), para mujeres o niñas.","44471,47"
Renca,"Topadoras frontales (buldóceres), topadoras angulares («angledozers»), niveladoras, traíllas («scrapers»), palas mecánicas, excavadoras, cargadoras, palas cargadoras, compactadoras y apisonadoras (aplanadoras), autopropulsadas.",44140
Renca,"Hornos eléctricos industriales o de laboratorio, incluidos los que funcionen por inducción o pérdidas dieléctricas; los demás aparatos industriales o de laboratorio para tratamiento térmico de materias por inducción o pérdidas dieléctricas.",43457
Renca,"Tapones y tapas (incluidas las tapas corona, las tapas roscadas y los tapones vertedores), cápsulas para botellas, tapones roscados, sobretapas, precintos y  demás accesorios para envases, de metal común.","42461,76"
Renca,"Fregaderos (piletas de lavar), lavabos, pedestales de lavabo, bañeras, bidés, inodoros, cisternas (depósitos de agua) para inodoros, urinarios y aparatos fijos similares, de cerámica, para usos sanitarios.",40986
Renca,"Baúles, maletas (valijas), maletines, incluidos los de aseo y los portadocumentos, portafolios (carteras de mano), cartapacios, fundas y estuches para gafas (anteojos), binoculares, cámaras fotográficas o cinematográficas, instrumentos musicales o armas y continentes similares; sacos de viaje, sacos (bolsas)* aislantes para alimentos y bebidas, bolsas de aseo, mochilas, bolsos de mano (carteras), bolsas para la compra, billeteras, portamonedas, portamapas, petacas, pitilleras y bolsas para tabaco, bolsas para herramientas y para artículos de deporte, estuches para frascos y botellas, estuches para joyas, polveras, estuches para orfebrería y continentes similares, de cuero natural o regenerado, hojas de plástico, materia textil, fibra vulcanizada o cartón, o recubiertos totalmente o en su mayor parte con esas materias o papel.","40967,24"
Renca,"Placas, láminas, hojas, cintas, tiras y demás formas planas, autoadhesivas, de plástico, incluso en rollos.","40492,51"
Renca,"Aparatos para corte, seccionamiento, protección, derivación, empalme o conexión de circuitos eléctricos (por ejemplo: interruptores, conmutadores, relés, cortacircuitos, supresores de sobretensión transitoria, clavijas y tomas de corriente (enchufes), portalámparas y demás conectores, cajas de empalme), para una tensión inferior o igual a 1000 voltios; conectores de fibras ópticas, haces o cables de fibras ópticas.","39698,26"
Renca,"Las demás manufacturas moldeadas de fundición, hierro o acero.",38722
Renca,"Monofilamentos cuya mayor dimensión del corte transversal sea superior a 1 mm, barras, varillas y perfiles, incluso trabajados en la superficie pero sin otra labor, de plástico.","37526,5"
Renca,"Estufas, calderas con hogar, cocinas (incluidas las que puedan utilizarse accesoriamente para calefacción central), barbacoas (parrillas)*, braseros, hornillos de gas, calientaplatos y aparatos no eléctricos similares, de uso doméstico, y sus partes, de fundición, hierro o acero.","37475,89"
Renca,"Somieres; artículos de cama y artículos similares (por ejemplo: colchones, cubrepiés, edredones, cojines, pufs, almohadas), bien con muelles (resortes), bien rellenos o guarnecidos interiormente con cualquier materia, incluidos los de caucho o plástico celulares, recubiertos o no.","37475,89"
Renca,Polipastos; tornos y cabrestantes; gatos.,"35844,9"
Renca,Tijeras y sus hojas.,"35629,47"
Renca,Vehículos automóviles para transporte de mercancías.,34500
Renca,"Trajes (ambos o ternos), conjuntos, chaquetas (sacos), pantalones largos, pantalones con peto, pantalones cortos (calzones) y shorts (excepto de baño), para hombres o niños.","33673,22"
